,0,id,frequency
706,m.0342h music.group_member.instruments_played,706,370
707,m.016jny music.artist.genre,707,74
708,m.0dl5d music.artist.genre,708,71
709,m.018vs music.group_member.instruments_played,709,156
710,m.025352 people.person.profession,710,90
711,m.042v_gx music.group_member.membership..music.group_membership.role,711,15
712,m.0gbbt people.person.profession,712,34
713,m.0kpl people.person.religion,713,256
714,m.05148p4 music.group_member.instruments_played,714,168
715,m.05w3f music.artist.genre,715,52
716,m.018vs music.group_member.membership..music.group_membership.role,716,44
717,m.0xhtw music.artist.genre,717,155
718,m.0l14md music.group_member.membership..music.group_membership.role,718,30
719,m.03bx0bm music.group_member.membership..music.group_membership.role,719,111
720,m.09lc9 biology.organism_classification.rank,720,68
721,m.03dft3 user.alexander.philosophy.philosopher.era,721,86
722,m.014mlp people.person.education..education.education.degree,722,233
723,m.0bkj86 people.person.education..education.education.degree,723,56
724,m.02lq67 olympics.olympic_athlete.medals_won..olympics.olympic_medal_honor.medal,724,131
725,m.07bs0 sports.pro_athlete.sports_played_professionally..sports.pro_sports_played.sport,725,54
726,m.025d8rl common.topic.notable_types,726,40
727,m.03rk0 olympics.olympic_athlete.country..olympics.olympic_athlete_affiliation.country,727,3
728,m.03rk0 olympics.olympic_athlete.medals_won..olympics.olympic_medal_honor.country,728,1
729,m.02xhr73 people.person.profession,729,54
730,m.07bs0 olympics.olympic_athlete.country..olympics.olympic_athlete_affiliation.sport,730,40
731,m.04k4rt award.ranked_item.appears_in_ranked_lists..award.ranking.list,731,148
732,m.04z0z business.business_operation.industry,732,19
733,m.029g_vk business.business_operation.industry,733,34
734,m.01mxzw organization.organization.organization_type,734,15
735,m.014dgf base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_sandbox.contact_category,735,106
736,m.06nm1 base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_sandbox.service_language,736,114
737,m.023k2 organization.organization.legal_structure,737,35
738,m.0frz0 people.person.profession,738,90
739,m.0h7x people.person.nationality,739,75
740,m.09x_r people.person.profession,740,142
741,m.01v1d8 music.group_member.instruments_played,741,10
742,m.0dq_5 business.board_member.leader_of..organization.leadership.role,742,52
743,m.0n1h people.person.profession,743,181
744,m.06yyp people.person.religion,744,4
745,m.07hwkr people.person.ethnicity,745,119
746,m.02h669_ people.person.profession,746,18
747,m.04t36 media_common.netflix_title.netflix_genres,747,60
748,m.03g3w film.film.genre,748,46
749,m.04xvh5 film.film.genre,749,66
750,m.04rlf film.film.genre,750,63
751,m.04t36 film.film.genre,751,136
752,m.05zppz user.hangy.default_domain.sports_team_gender.gender,752,24
753,m.0kz1h organization.endowed_organization.endowment..measurement_unit.dated_money_value.currency,753,9
754,m.0kz1h education.university.domestic_tuition..measurement_unit.dated_money_value.currency,754,15
755,m.0chghy organization.organization.headquarters..location.mailing_address.country,755,20
756,m.05lls music.artist.genre,756,52
757,m.0cdbq people.person.nationality,757,34
758,m.01wqlc music.artist.genre,758,32
759,m.05vyk people.person.profession,759,86
760,m.0g6ff people.person.ethnicity,760,42
761,m.07y_7 music.group_member.instruments_played,761,39
762,m.01xqw music.group_member.instruments_played,762,17
763,m.02vx4 sports.sports_official.sport,763,1
764,m.0ggq0m music.artist.genre,764,101
765,m.05vz3zq people.person.nationality,765,48
766,m.02907kt common.topic.notable_types,766,2
767,m.0hfjk media_common.netflix_title.netflix_genres,767,39
768,m.02y_3rt food.food.nutrients..food.nutrition_fact.nutrient,768,65
769,m.03ywtsn common.topic.notable_types,769,22
770,m.016wzw people.person.nationality,770,7
771,m.03w5clp common.topic.notable_types,771,68
772,m.03yj954 common.topic.notable_types,772,112
773,m.07c52 media_common.netflix_title.netflix_genres,773,104
774,m.03mdt media_common.netflix_title.netflix_genres,774,14
775,m.0c4xc tv.tv_program.genre,775,28
776,m.01xy5l_ film.film.other_crew..film.film_crew_gig.film_crew_role,776,91
777,m.016wzw film.film.country,777,3
778,m.01p1v film.film.country,778,2
779,m.0jgd film.film.country,779,6
780,m.015fr media_common.netflix_title.netflix_genres,780,4
781,m.0jgd media_common.netflix_title.netflix_genres,781,2
782,m.03b0cv film.film.other_crew..film.film_crew_gig.film_crew_role,782,71
783,m.015fr film.film.country,783,10
784,m.0d1pc people.person.profession,784,303
785,m.012w70 people.person.languages,785,11
786,m.06f32 people.person.nationality,786,90
787,m.02cwm business.business_operation.industry,787,2
788,m.05zjd base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_sandbox.service_language,788,32
789,m.09t4t business.business_operation.industry,789,29
790,m.04306rv base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_sandbox.service_language,790,75
791,m.03115z base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_sandbox.service_language,791,7
792,m.01xrzlj common.topic.notable_types,792,18
793,m.01n073 business.consumer_product.company..business.company_product_relationship.company,793,1
794,m.0g65_ cvg.computer_videogame.cvg_genre,794,5
795,m.01z747 cvg.computer_videogame.gameplay_modes,795,13
796,m.03h314x common.topic.notable_types,796,5
797,m.037169 soccer.football_team.league..soccer.football_league_participation.league,797,20
798,m.01g6gs film.film.genre,798,42
799,m.0f1hr people.person.profession,799,96
800,m.0356j2 soccer.football_team.league..soccer.football_league_participation.league,800,12
801,m.015h31 people.person.profession,801,32
802,m.0ckd1 tv.tv_producer.tv_episodes_produced..tv.tv_producer_episode_credit.role,802,34
803,m.02hqb47 common.topic.notable_types,803,22
804,m.0fk1z people.person.ethnicity,804,5
805,m.06mkj olympics.olympic_athlete.medals_won..olympics.olympic_medal_honor.country,805,10
806,m.01445t people.person.profession,806,132
807,m.02_1y_9 common.topic.notable_types,807,106
808,m.02kd8zw food.food.nutrients..food.nutrition_fact.nutrient,808,71
809,m.044801x common.topic.notable_types,809,94
810,m.02hv44_ people.person.profession,810,152
811,m.02h6nhv people.person.profession,811,20
812,m.03mkk4 people.person.education..education.education.degree,812,11
813,m.02ctzb people.person.ethnicity,813,105
814,m.0mgw44 base.schemastaging.context_name.plural..base.schemastaging.plural_form.language,814,23
815,m.02xlh4m common.topic.notable_types,815,27
816,m.060bp government.government_office_or_title.category,816,7
817,m.060bp government.government_office_or_title.office_holders..government.government_position_held.basic_title,817,6
818,m.020d5 people.person.nationality,818,5
819,m.012qdp people.person.profession,819,49
820,m.0358 common.topic.notable_types,820,30
821,m.02nzlrk tv.tv_producer.programs_produced..tv.tv_producer_term.producer_type,821,68
822,m.05r4w people.person.nationality,822,40
823,m.02y_93f people.person.profession,823,1
824,m.01xljxw common.topic.notable_types,824,9
825,m.04gfy7 people.person.ethnicity,825,13
826,m.05t4q people.person.profession,826,69
827,m.01xljxh common.topic.notable_types,827,45
828,m.02l7c8 media_common.netflix_title.netflix_genres,828,45
829,m.02nxhr film.film.distributors..film.film_film_distributor_relationship.film_distribution_medium,829,67
830,m.089fss film.film.other_crew..film.film_crew_gig.film_crew_role,830,96
831,m.029j_ film.film.distributors..film.film_film_distributor_relationship.film_distribution_medium,831,94
832,m.04pk9 people.person.religion,832,63
833,m.0345h people.person.nationality,833,326
834,m.0d060g film.film.country,834,104
835,m.02lq5w olympics.olympic_participating_country.medals_won..olympics.olympic_medal_honor.medal,835,115
836,m.01dw03 location.country.form_of_government,836,31
837,m.080sc7 basketball.basketball_player.player_statistics..basketball.basketball_player_stats.season,837,211
838,m.080kw1 basketball.basketball_player.player_statistics..basketball.basketball_player_stats.season,838,219
839,m.080bhx basketball.basketball_player.player_statistics..basketball.basketball_player_stats.season,839,236
840,m.01mjq people.person.nationality,840,26
841,m.05mbjl food.food.nutrients..food.nutrition_fact.nutrient,841,42
842,m.05f4jp food.food.nutrients..food.nutrition_fact.nutrient,842,49
843,m.01fxh4 biology.organism_classification.rank,843,1
844,m.08mdhv basketball.basketball_player.player_statistics..basketball.basketball_player_stats.season,844,183
845,m.01tkqy people.person.profession,845,20
846,m.092bf5 people.person.religion,846,67
847,m.088fh sports.sports_team.colors,847,28
848,m.047vnfs sports.sports_team.coaches..sports.sports_team_coach_tenure.position,848,12
849,m.04cz95 soccer.football_team.league..soccer.football_league_participation.league,849,14
850,m.02vxy_ people.person.religion,850,39
851,m.05ch8k4 sports.pro_athlete.teams..sports.sports_team_roster.position,851,22
852,m.03558l basketball.basketball_player.position_s,852,173
853,m.02ztjwg film.film.language,853,16
854,m.0166b people.person.nationality,854,14
855,m.06t8v people.person.nationality,855,22
856,m.02_1yn1 common.topic.notable_types,856,46
857,m.04t309 location.statistical_region.population..measurement_unit.dated_integer.source,857,47
858,m.06qd3 film.film.country,858,52
859,m.06t2t film.film.country,859,9
860,m.05qqm film.film.language,860,21
861,m.03hkp film.film.language,861,27
862,m.017fp media_common.netflix_title.netflix_genres,862,74
863,m.035gpl base.greatfilms.ranked_item.appears_in_ranked_lists..base.greatfilms.ranking.list,863,94
864,m.035gpl award.ranked_item.appears_in_ranked_lists..award.ranking.list,864,94
865,m.01znc_ film.film.runtime..film.film_cut.film_release_region,865,13
866,m.027v2mn award.ranked_item.appears_in_ranked_lists..award.ranking.list,866,89
867,m.02ynfr film.film.other_crew..film.film_crew_gig.film_crew_role,867,200
868,m.08xz6s award.ranked_item.appears_in_ranked_lists..award.ranking.list,868,64
869,m.035gpl film.film.film_collections,869,94
870,m.02b8yh9 common.topic.notable_types,870,10
871,m.013xrm people.person.ethnicity,871,121
872,m.03lmx1 people.person.ethnicity,872,52
873,m.07309s location.location.time_zones,873,113
874,m.01y2hbs common.topic.notable_types,874,14
875,m.024qqx media_common.netflix_title.netflix_genres,875,89
876,m.06l8d business.business_operation.industry,876,11
877,m.02fqwt base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_open_times.time_zone,877,39
878,m.01jg6 organization.organization.board_members..organization.organization_board_membership.role,878,4
879,m.01mf0 business.business_operation.industry,879,35
880,m.06xw2 business.business_operation.industry,880,3
881,m.0dq_5 organization.organization.board_members..organization.organization_board_membership.role,881,11
882,m.03821 business.business_operation.industry,882,4
883,m.03qh03g business.business_operation.industry,883,27
884,m.09d6p2 organization.organization.board_members..organization.organization_board_membership.role,884,6
885,m.048z7l people.person.ethnicity,885,53
886,m.05p553 music.artist.genre,886,7
887,m.06bnz people.person.nationality,887,89
888,m.06b_j people.person.languages,888,16
889,m.02rxj base.saints.saint.venerated_in,889,10
890,m.022tfrk common.topic.notable_types,890,13
891,m.0c8wxp base.saints.saint.venerated_in,891,18
892,m.0h7x geography.river.basin_countries,892,5
893,m.0jsg4b common.topic.notable_types,893,16
894,m.059kh music.artist.genre,894,57
895,m.01gkg3 education.educational_institution.students_graduates..education.education.degree,895,6
896,m.02h6f47 people.person.profession,896,8
897,m.064pj people.person.ethnicity,897,7
898,m.03hkp people.person.languages,898,4
899,m.07d1d people.person.languages,899,1
900,m.03jgz people.person.profession,900,43
901,m.0349s people.person.languages,901,3
902,m.06x06 people.person.languages,902,1
903,m.0jzc people.person.languages,903,7
904,m.03shp people.person.nationality,904,14
905,m.032f6 people.person.languages,905,4
906,m.06pq6 people.person.religion,906,11
907,m.0d63kt celebrities.celebrity.sexual_orientation..celebrities.sexual_orientation_phase.sexual_orientation,907,15
908,m.07_hy food.diet_follower.follows_diet,908,37
909,m.0hwf language.language_writing_system.type_of_writing,909,3
910,m.035n common.topic.notable_types,910,9
911,m.03vtbc education.educational_institution.colors,911,11
912,m.01_9fk education.educational_institution.school_type,912,48
913,m.07ssc organization.organization.headquarters..location.mailing_address.country,913,54
914,m.038hg education.educational_institution.colors,914,46
915,m.03spz organization.organization.headquarters..location.mailing_address.country,915,7
916,m.06nm1 people.person.languages,916,38
917,m.07t21 people.person.nationality,917,12
918,m.0cjk9 people.person.languages,918,1
919,m.06c1y film.film.country,919,5
920,m.02h400t business.business_operation.industry,920,43
921,m.01z9v6 sports.pro_athlete.teams..sports.sports_team_roster.position,921,82
922,m.0285r5d baseball.baseball_player.lifetime_batting_statistics..baseball.lifetime_batting_statistics.starting_season,922,20
923,m.0432mrk people.person.ethnicity,923,9
924,m.01z9v6 baseball.baseball_player.position_s,924,90
925,m.01gjw music.artist.genre,925,27
926,m.016clz music.artist.genre,926,248
927,m.07xzm music.group_member.instruments_played,927,20
928,m.09qxq7 music.artist.genre,928,25
929,m.01lyv music.artist.genre,929,67
930,m.02w4v music.artist.genre,930,88
931,m.06924p music.artist.genre,931,21
932,m.04mkbj education.educational_institution.colors,932,32
933,m.01_srz education.educational_institution.school_type,933,17
934,m.01r3zn soccer.football_team.league..soccer.football_league_participation.league,934,6
935,m.03yj94y common.topic.notable_types,935,33
936,m.01mzwp people.person.nationality,936,4
937,m.0fl35 biology.organism_classification.rank,937,24
938,m.04l_pt people.person.ethnicity,938,3
939,m.07f1x people.person.nationality,939,6
940,m.026t6 music.group_member.instruments_played,940,74
941,m.05148p4 music.group_member.membership..music.group_membership.role,941,61
942,m.0fnpj people.person.profession,942,53
943,m.07_hy base.eating.practicer_of_diet.diet,943,36
944,m.09lbv people.person.profession,944,31
945,m.02fsn music.group_member.instruments_played,945,13
946,m.04f2zj people.person.profession,946,44
947,m.05z96 people.person.profession,947,191
948,m.06jvx music.group_member.instruments_played,948,21
949,m.07sbbz2 music.artist.genre,949,45
950,m.0fd3y music.artist.genre,950,29
951,m.0252jsg common.topic.notable_types,951,23
952,m.04hx60 people.person.profession,952,27
953,m.04rzd music.group_member.instruments_played,953,35
954,m.02hnl music.group_member.instruments_played,954,105
955,m.01nv4h base.schemastaging.person_extra.net_worth..measurement_unit.dated_money_value.currency,955,33
956,m.0l14md music.artist.contribution..music.recording_contribution.performance_role,956,12
957,m.03rk0 geography.river.basin_countries,957,3
958,m.0d05w3 geography.river.basin_countries,958,5
959,m.05sb1 geography.river.basin_countries,959,1
960,m.07c1v business.business_operation.industry,960,8
961,m.03ytc business.business_operation.industry,961,9
962,m.011s0 business.business_operation.industry,962,3
963,m.02g60 law.litigant.party_to_cases..law.legal_case_party_relationship.role,963,12
964,m.04v09 people.person.nationality,964,8
965,m.020mfr business.business_operation.industry,965,51
966,m.021y6st common.topic.notable_types,966,64
967,m.02k13d tv.tv_personality.tv_regular_appearances..tv.tv_regular_personal_appearance.appearance_type,967,8
968,m.04j5jl people.person.profession,968,25
969,m.08z956 people.person.profession,969,60
970,m.01qpc book.author.school_or_movement,970,2
971,m.01prdc organization.organization.legal_structure,971,10
972,m.06t2t people.person.nationality,972,23
973,m.01cgz sports.pro_athlete.sports_played_professionally..sports.pro_sports_played.sport,973,5
974,m.0355dz basketball.basketball_player.position_s,974,173
975,m.04_jj5n common.topic.notable_types,975,4
976,m.021yn0b common.topic.notable_types,976,34
977,m.025b7k_ common.topic.notable_types,977,61
978,m.0jwpv medicine.disease.medical_specialties,978,8
979,m.020v2 base.argumentmaps.morally_disputed_activity.instance_of_abstract_moral_dispute,979,16
980,m.01y2j5m common.topic.notable_types,980,23
981,m.01hmnh media_common.netflix_title.netflix_genres,981,196
982,m.09068d basketball.basketball_player.player_statistics..basketball.basketball_player_stats.season,982,116
983,m.0jtdp film.film.genre,983,37
984,m.0d05w3 media_common.netflix_title.netflix_genres,984,89
985,m.02h51nz common.topic.notable_types,985,79
986,m.0hn10 film.film.genre,986,57
987,m.01rr_d people.person.education..education.education.degree,987,26
988,m.0q04f people.person.profession,988,57
989,m.02xlh4f common.topic.notable_types,989,3
990,m.03ts0c fictional_universe.fictional_character.ethnicity,990,1
991,m.06q7n tv.tv_program.genre,991,5
992,m.05smlt film.film.other_crew..film.film_crew_gig.film_crew_role,992,32
993,m.017fx5 film.film.film_format,993,44
994,m.01nv4h education.university.local_tuition..measurement_unit.dated_money_value.currency,994,49
995,m.05c0jwl organization.organization.leadership..organization.leadership.role,995,24
996,m.0dxfq medicine.disease.medical_specialties,996,12
997,m.02y5kn people.person.profession,997,114
998,m.0dq6p film.film.distributors..film.film_film_distributor_relationship.film_distribution_medium,998,41
999,m.0653ts film.film.runtime..film.film_cut.type_of_film_cut,999,8
1000,m.09nqf film.film.gross_revenue..measurement_unit.dated_money_value.currency,1000,81
1001,m.09c7w0 film.film.distributors..film.film_film_distributor_relationship.region,1001,12
1002,m.0410k7f common.topic.notable_types,1002,16
1003,m.02xm94t common.topic.notable_types,1003,9
1004,m.03sp3gw common.topic.notable_types,1004,3
1005,m.05qhw geography.river.basin_countries,1005,4
1006,m.06cnp geography.geographical_feature.category,1006,12
1007,m.035qy people.person.nationality,1007,42
1008,m.02yxk5c common.topic.notable_types,1008,23
1009,m.02hpz31 common.topic.notable_types,1009,192
1010,m.02ht32d common.topic.notable_types,1010,7
1011,m.01j1n2 tv.tv_program.genre,1011,4
1012,m.0pr6f tv.tv_program.genre,1012,40
1013,m.02822 tv.tv_program.genre,1013,76
1014,m.05g9_ music.artist.genre,1014,7
1015,m.02v2lh music.artist.genre,1015,21
1016,m.02lkt music.artist.genre,1016,91
1017,m.0mkg music.group_member.instruments_played,1017,22
1018,m.03_d0 music.artist.genre,1018,133
1019,m.01vdm0 music.group_member.instruments_played,1019,13
1020,m.02_tc soccer.football_team.league..soccer.football_league_participation.league,1020,24
1021,m.0fkvn government.politician.government_positions_held..government.government_position_held.basic_title,1021,76
1022,m.09nqf base.billionaires.billionaire.net_worth..measurement_unit.dated_money_value.currency,1022,22
1023,m.09nqf user.narphorium.people.wealthy_person.net_worth..measurement_unit.dated_money_value.currency,1023,48
1024,m.025sppp people.person.profession,1024,24
1025,m.0b06q people.person.religion,1025,17
1026,m.06cmp people.person.nationality,1026,12
1027,m.01g14w user.robert.roman_empire.roman_emperor.title,1027,10
1028,m.06cmp user.robert.roman_empire.roman_emperor.emperor_of,1028,10
1029,m.01dgft people.person.profession,1029,7
1030,m.0355sz soccer.football_team.league..soccer.football_league_participation.league,1030,10
1031,m.03m3mgq people.person.profession,1031,37
1032,m.059j2 people.person.nationality,1032,73
1033,m.0220thb common.topic.notable_types,1033,32
1034,m.05bg686 common.topic.notable_types,1034,3
1035,m.01c979 film.film.other_crew..film.film_crew_gig.film_crew_role,1035,8
1036,m.01kyvx tv.tv_actor.guest_roles..tv.tv_guest_role.special_performance_type,1036,85
1037,m.04rlf business.business_operation.industry,1037,18
1038,m.02jjt business.business_operation.industry,1038,27
1039,m.02qw3t organization.organization.organization_type,1039,16
1040,m.03npn film.film.genre,1040,216
1041,m.03npn media_common.netflix_title.netflix_genres,1041,68
1042,m.07yjb media_common.netflix_title.netflix_genres,1042,20
1043,m.01q03 film.film.genre,1043,44
1044,m.02_1yp5 common.topic.notable_types,1044,23
1045,m.06npd olympics.olympic_athlete.country..olympics.olympic_athlete_affiliation.country,1045,2
1046,m.06npd people.person.nationality,1046,17
1047,m.012yc music.artist.genre,1047,25
1048,m.0jmwg music.artist.genre,1048,18
1049,m.05r6t music.artist.genre,1049,85
1050,m.03vyh music.artist.genre,1050,12
1051,m.05k17c organization.organization.leadership..organization.leadership.role,1051,50
1052,m.01wgr film.film.language,1052,10
1053,m.0mn6 people.person.profession,1053,39
1054,m.01xljt3 common.topic.notable_types,1054,19
1055,m.016t_3 people.person.education..education.education.degree,1055,80
1056,m.088fh education.educational_institution.colors,1056,28
1057,m.03_3d organization.organization.headquarters..location.mailing_address.country,1057,90
1058,m.084q1m location.location.time_zones,1058,8
1059,m.06mkj film.film.country,1059,46
1060,m.02bjrlw film.film.language,1060,146
1061,m.05p553 media_common.netflix_title.netflix_genres,1061,225
1062,m.02knxy9 common.topic.notable_types,1062,32
1063,m.01t_55 government.politician.government_positions_held..government.government_position_held.basic_title,1063,7
1064,m.01_scg people.person.education..education.education.degree,1064,2
1065,m.01rkp people.person.religion,1065,4
1066,m.0p5vf government.political_appointer.appointees..government.government_position_held.basic_title,1066,1
1067,m.01t7cr royalty.chivalric_order_member.belongs_to_order..royalty.chivalric_order_membership.order,1067,14
1068,m.01gkgk government.politician.government_positions_held..government.government_position_held.basic_title,1068,42
1069,m.099md people.person.profession,1069,87
1070,m.02_1yw1 common.topic.notable_types,1070,48
1071,m.015btn people.person.profession,1071,27
1072,m.06zts42 people.person.profession,1072,21
1073,m.024_6 base.animal_synopses.animal_synopsis.tail_length..base.qualified_values.qualified_value.unit,1073,5
1074,m.024_6 base.animal_synopses.animal_synopsis.body_length..base.qualified_values.qualified_value.unit,1074,3
1075,m.02bbq base.animal_synopses.animal_synopsis.gestation_period..base.qualified_values.qualified_value.unit,1075,9
1076,m.024_6 base.animal_synopses.animal_synopsis.height..base.qualified_values.qualified_value.unit,1076,14
1077,m.04sf9 base.animal_synopses.animal_synopsis.length..base.qualified_values.qualified_value.unit,1077,4
1078,m.047dr base.animal_synopses.animal_synopsis.mass..base.qualified_values.qualified_value.unit,1078,21
1079,m.04_bvk3 common.topic.notable_types,1079,17
1080,m.06lq4p award.ranked_item.appears_in_ranked_lists..award.ranking.list,1080,41
1081,m.04wgh olympics.olympic_athlete.country..olympics.olympic_athlete_affiliation.country,1081,2
1082,m.04wgh people.person.nationality,1082,8
1083,m.025b7ln common.topic.notable_types,1083,13
1084,m.02jx1 organization.organization.headquarters..location.mailing_address.country,1084,26
1085,m.06mzp film.film.country,1085,16
1086,m.0d0vqn film.film.runtime..film.film_cut.film_release_region,1086,8
1087,m.0jgd film.film.runtime..film.film_cut.film_release_region,1087,28
1088,m.06rqw music.artist.genre,1088,8
1089,m.0dwtp music.group_member.instruments_played,1089,4
1090,m.0j210 music.group_member.vocal_range,1090,23
1091,m.0dgrmp soccer.football_player.position_s,1091,94
1092,m.0dgrmp sports.pro_athlete.teams..sports.sports_team_roster.position,1092,92
1093,m.05kpwk1 common.topic.notable_types,1093,108
1094,m.07x21 people.person.religion,1094,13
1095,m.01t7j people.person.religion,1095,8
1096,m.0dq3c government.politician.government_positions_held..government.government_position_held.basic_title,1096,38
1097,m.016fc2 people.person.profession,1097,47
1098,m.02h7lk7 common.topic.notable_types,1098,8
1099,m.04pyp5 film.film.other_crew..film.film_crew_gig.film_crew_role,1099,81
1100,m.020xn5 film.film.other_crew..film.film_crew_gig.film_crew_role,1100,21
1101,m.0gw5w78 film.film.genre,1101,17
1102,m.03f6d computer.software.license,1102,7
1103,m.0fpzzp computer.software.compatible_oses..computer.software_compatibility.operating_system,1103,21
1104,m.05lwm computer.software.compatible_oses..computer.software_compatibility.operating_system,1104,4
1105,m.05d82 computer.software.compatible_oses..computer.software_compatibility.operating_system,1105,3
1106,m.012k_9 computer.software.license,1106,2
1107,m.02ydx computer.software.compatible_oses..computer.software_compatibility.operating_system,1107,10
1108,m.04pm6 computer.software.compatible_oses..computer.software_compatibility.operating_system,1108,12
1109,m.01f5l computer.software.compatible_oses..computer.software_compatibility.operating_system,1109,3
1110,m.0kyzf computer.software.compatible_oses..computer.software_compatibility.operating_system,1110,12
1111,m.07sbkfb computer.software.languages_used,1111,4
1112,m.05l_5 computer.software.compatible_oses..computer.software_compatibility.operating_system,1112,6
1113,m.06c1y olympics.olympic_athlete.medals_won..olympics.olympic_medal_honor.country,1113,1
1114,m.048n9y1 common.topic.notable_types,1114,112
1115,m.0jkvj olympics.olympic_athlete.country..olympics.olympic_athlete_affiliation.olympics,1115,2
1116,m.06c1y people.person.nationality,1116,15
1117,m.01hp22 olympics.olympic_athlete.country..olympics.olympic_athlete_affiliation.sport,1117,6
1118,m.02lq5w olympics.olympic_athlete.medals_won..olympics.olympic_medal_honor.medal,1118,122
1119,m.0l6vl olympics.olympic_athlete.country..olympics.olympic_athlete_affiliation.olympics,1119,1
1120,m.0385k people.person.profession,1120,9
1121,m.03ttfc people.person.ethnicity,1121,11
1122,m.0g6pl architecture.architect.architectural_style,1122,1
1123,m.01t8vq architecture.architect.architectural_style,1123,1
1124,m.0dxdt medicine.disease.medical_specialties,1124,14
1125,m.02_1z1p common.topic.notable_types,1125,20
1126,m.0d0vqn organization.organization.headquarters..location.mailing_address.country,1126,12
1127,m.09d6p2 organization.organization.leadership..organization.leadership.role,1127,16
1128,m.02q_y6 base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_open_times.time_zone,1128,7
1129,m.01bkv base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_sandbox.service_language,1129,3
1130,m.01r2l base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_sandbox.service_language,1130,35
1131,m.0219x_ film.film.genre,1131,110
1132,m.02n4kr media_common.netflix_title.netflix_genres,1132,70
1133,m.02xh1 film.film.genre,1133,33
1134,m.0bsgs4 people.person.profession,1134,22
1135,m.019kn7 people.person.ethnicity,1135,45
1136,m.02lyr4 sports.pro_athlete.teams..sports.sports_team_roster.position,1136,40
1137,m.02sg4b baseball.baseball_player.position_s,1137,22
1138,m.0kpynz common.topic.notable_types,1138,9
1139,m.02xlh4t common.topic.notable_types,1139,8
1140,m.0ndpxg8 location.statistical_region.government_debt_percent_gdp..measurement_unit.dated_percentage.source,1140,32
1141,m.0glnsx location.country.form_of_government,1141,43
1142,m.02lpp7 sports.sport_country.athletic_performances..sports.competitor_competition_relationship.medal,1142,26
1143,m.053jb location.statistical_region.minimum_wage..measurement_unit.recurring_money_value.frequency,1143,23
1144,m.0ndpx3c location.statistical_region.unemployment_rate..measurement_unit.dated_percentage.source,1144,32
1145,m.02l6h location.statistical_region.minimum_wage..measurement_unit.recurring_money_value.currency,1145,22
1146,m.0k0sv location.country.official_language,1146,5
1147,m.02nx2gc people.person.profession,1147,17
1148,m.02p6_hz common.topic.notable_types,1148,24
1149,m.01pd60 award.ranked_item.appears_in_ranked_lists..award.ranking.list,1149,123
1150,m.02wh5_f common.topic.notable_types,1150,6
1151,m.01mfj business.business_operation.industry,1151,17
1152,m.02bjrlw people.person.languages,1152,37
1153,m.03rjj people.person.nationality,1153,179
1154,m.01xrzkl common.topic.notable_types,1154,28
1155,m.03lty music.artist.genre,1155,108
1156,m.03vghh people.person.ethnicity,1156,14
1157,m.02yv6b music.artist.genre,1157,76
1158,m.0kpyt8 common.topic.notable_types,1158,24
1159,m.0342h music.artist.contribution..music.recording_contribution.performance_role,1159,8
1160,m.03sp3gp common.topic.notable_types,1160,16
1161,m.06mvq people.person.ethnicity,1161,20
1162,m.0d0vqn people.person.nationality,1162,42
1163,m.03g3w tv.tv_program.genre,1163,3
1164,m.03f2w people.person.nationality,1164,8
1165,m.06x3w food.food.nutrients..food.nutrition_fact.nutrient,1165,42
1166,m.02kb_jm food.food.nutrients..food.nutrition_fact.nutrient,1166,28
1167,m.02qvz food.food.nutrients..food.nutrition_fact.nutrient,1167,24
1168,m.04qlf food.food.nutrients..food.nutrition_fact.nutrient,1168,16
1169,m.0fdjb tv.tv_program.genre,1169,39
1170,m.02hqb69 common.topic.notable_types,1170,18
1171,m.03bdv location.location.time_zones,1171,68
1172,m.06q1r organization.organization.headquarters..location.mailing_address.country,1172,4
1173,m.05jxkf organization.organization.organization_type,1173,1
1174,m.02q_y6 location.location.time_zones,1174,14
1175,m.01243b music.artist.genre,1175,65
1176,m.05b7q people.person.nationality,1176,5
1177,m.0191_7 business.business_operation.industry,1177,21
1178,m.06b_j base.schemastaging.organization_extra.phone_number..base.schemastaging.phone_sandbox.service_language,1178,19
1179,m.0f8l9c organization.organization.headquarters..location.mailing_address.country,1179,27
1180,m.01nv4h film.film.estimated_budget..measurement_unit.dated_money_value.currency,1180,19
1181,m.06tvmx soccer.football_team.league..soccer.football_league_participation.league,1181,1
1182,m.015fr people.person.nationality,1182,67
1183,m.02vzc people.person.nationality,1183,14
1184,m.03qc7q6 people.person.profession,1184,3
1185,m.05xls people.person.profession,1185,14
1186,m.0196pc people.person.profession,1186,25
1187,m.02s7tr baseball.baseball_player.position_s,1187,41
1188,m.05qx1 people.person.nationality,1188,5
1189,m.02sddg baseball.baseball_player.position_s,1189,34
1190,m.0jsg3z common.topic.notable_types,1190,17
1191,m.0x2sv government.political_district.representatives..government.government_position_held.governmental_body,1191,12
1192,m.0154j organization.organization.headquarters..location.mailing_address.country,1192,9
